*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.035 -develop  JUN 02, 2021 09:26:05

*RUN   1        : 20 IRRIG, light rate,freq CRGRO047 UFGA7801    1
 MODEL          : CRGRO047 - Soybean
 EXPERIMENT     : UFGA7801 SB BRAGG, IRRIGATED & NON-IRRIGATED
 DATA PATH      :
 TREATMENT  1   : 20 IRRIG, light rate,freq CRGRO047
  
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2020 211    57    0.02    0.00    0.18     350    0.00    28.6   0.000   0.029   0.000   0.201     0.3     0.0     2.2    5483     0.0     280    0.00    0.28    0.00    1.74     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     57.     97.     34.     24.     23.     22.      7.      7.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.2     0.1     0.1     0.2     0.1     0.0     0.0
 2020 212    58    0.02    0.00    0.18     355    0.00    28.9   0.000   0.029   0.000   0.202     0.2     0.0     1.4    4920     0.0     269    0.00    0.27    0.00    1.48     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     54.     94.     33.     23.     23.     21.      7.      7.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.6     0.2     0.1     0.1     0.1     0.0     0.0     0.0
 2020 213    59    0.03    0.00    0.18     359    0.01    29.1   0.001   0.029   0.014   0.210     0.4     0.8     2.5    4670    14.6     240    1.00    0.24   13.59    8.02     2.6     1.8     1.9     2.8     3.5     1.9     0.0     0.0     0.0     49.     83.     30.     21.     21.     19.      6.      7.      6.     0.3     0.2     0.1     0.2     0.3     0.1     0.0     0.0     0.0     2.4     1.7     1.8     2.6     3.3     1.8     0.0     0.0     0.0     1.8     1.3     0.9     1.3     1.7     1.0     0.0     0.0     0.0
 2020 214    60    0.03    0.00    0.19     364    0.02    29.4   0.001   0.030   0.017   0.213     0.4     0.9     2.9    4417     3.5     226    0.21    0.23    3.28    2.98     0.0     0.0     0.4     0.9     1.2     0.6     0.4     0.0     0.0     46.     78.     27.     19.     19.     18.      6.      6.      8.     0.0     0.1     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.4     0.9     1.1     0.6     0.3     0.0     0.0     0.3     0.6     0.3     0.5     0.7     0.4     0.2     0.0     0.0
 2020 215    61    0.03    0.00    0.19     368    0.02    29.6   0.001   0.030   0.018   0.215     0.4     0.8     2.7    4151     1.1     240    0.06    0.24    1.00    2.08     0.0     0.0     0.0     0.2     0.3     0.4     0.2     0.0     0.0     44.     85.     30.     21.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.3     0.2     0.0     0.0     0.3     0.6     0.2     0.2     0.3     0.3     0.1     0.0     0.0
 2020 216    62    0.03    0.00    0.19     372    0.02    29.9   0.001   0.030   0.018   0.217     0.4     0.8     2.6    3857     0.2     239    0.01    0.24    0.22    1.73     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     40.     84.     31.     22.     22.     20.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.3     0.6     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 217    63    0.03    0.00    0.19     376    0.02    30.1   0.001   0.030   0.018   0.218     0.2     0.5     1.5    3969     0.0     234    0.00    0.23    0.00    1.39     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     47.     81.     28.     20.     20.     17.      6.      7.      7.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.2     0.1     0.1     0.1     0.0     0.0     0.0
 2020 218    64    0.03    0.00    0.20     380    0.02    30.3   0.001   0.030   0.018   0.220     0.3     0.7     1.8    4040     0.0     245    0.00    0.24    0.00    1.52     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     51.     84.     29.     21.     21.     18.      6.      7.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.6     0.2     0.1     0.1     0.1     0.0     0.0     0.0
 2020 219    65    0.03    0.01    0.20     384    0.02    30.6   0.001   0.031   0.018   0.222     0.4     1.0     2.6    4130     0.0     246    0.00    0.25    0.00    1.68     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     51.     84.     30.     21.     21.     19.      6.      7.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.2     0.1     0.1     0.1     0.0     0.0     0.0
 2020 220    66    0.03    0.01    0.20     388    0.02    30.8   0.001   0.031   0.018   0.223     0.2     0.6     1.5    3603     0.0     236    0.00    0.24    0.00    1.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     47.     81.     29.     21.     21.     18.      6.      7.      7.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.2     0.1     0.1     0.1     0.0     0.0     0.0
 2020 221    67    0.03    0.01    0.20     391    0.02    31.1   0.002   0.031   0.023   0.227     0.5     1.7     2.9    3960     5.3     252    0.45    0.25    4.89    4.76     2.6     2.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     53.     84.     30.     22.     22.     19.      7.      7.      8.     0.3     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.3     2.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.2     1.9     0.2     0.2     0.2     0.1     0.0     0.0     0.0
 2020 222    68    0.03    0.01    0.21     396    0.03    31.3   0.002   0.031   0.023   0.230     0.5     1.9     3.2    4229     0.3     280    0.02    0.28    0.27    2.07     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     59.     94.     34.     25.     24.     22.      7.      7.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.8     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 223    69    0.03    0.01    0.21     400    0.03    31.6   0.002   0.032   0.023   0.232     0.5     1.7     3.1    4111     0.0     295    0.00    0.29    0.00    2.03     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     56.    102.     37.     27.     26.     23.      8.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.7     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 224    70    0.03    0.01    0.21     404    0.03    31.9   0.002   0.032   0.023   0.234     0.5     1.5     2.9    4029     0.0     296    0.00    0.30    0.00    2.04     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     53.    103.     38.     27.     27.     23.      8.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.7     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 225    71    0.03    0.01    0.21     408    0.03    32.2   0.002   0.032   0.023   0.236     0.4     1.4     2.8    3957     0.0     298    0.00    0.30    0.00    2.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     50.    105.     39.     28.     27.     24.      8.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.8     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 226    72    0.03    0.02    0.22     412    0.03    32.5   0.002   0.033   0.023   0.238     0.4     1.2     2.6    3795     0.0     280    0.00    0.28    0.00    1.92     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     44.     98.     37.     27.     26.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.7     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 227    73    0.03    0.02    0.22     415    0.03    32.8   0.002   0.033   0.023   0.239     0.4     1.1     2.5    3562     0.0     264    0.00    0.26    0.00    1.80     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     39.     91.     36.     26.     26.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.7     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 228    74    0.03    0.02    0.22     419    0.03    33.0   0.002   0.033   0.023   0.241     0.4     1.0     2.4    3362     0.0     247    0.00    0.25    0.00    1.69     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     34.     84.     34.     25.     25.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.6     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 229    75    0.03    0.02    0.22     422    0.03    33.3   0.002   0.033   0.023   0.243     0.4     0.8     2.3    3208     0.0     238    0.00    0.24    0.00    1.62     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     31.     81.     33.     24.     24.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.6     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 230    76    0.03    0.02    0.23     426    0.03    33.5   0.002   0.034   0.023   0.245     0.3     0.7     2.2    3835     0.0     268    0.00    0.27    0.00    1.84     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     60.     82.     33.     24.     24.     22.      7.      8.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 231    77    0.03    0.02    0.23     429    0.03    33.8   0.002   0.034   0.023   0.246     0.3     0.6     2.2    3671     0.0     264    0.00    0.26    0.00    1.81     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     58.     78.     33.     25.     25.     22.      7.      8.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 232    78    0.03    0.02    0.23     433    0.03    34.1   0.002   0.034   0.023   0.248     0.3     0.5     2.1    3502     0.0     258    0.00    0.26    0.00    1.77     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     52.     77.     34.     25.     25.     22.      7.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 233    79    0.03    0.02    0.23     436    0.03    34.3   0.002   0.034   0.023   0.250     0.3     0.5     2.1    3340     0.0     249    0.00    0.25    0.00    1.70     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     46.     75.     33.     25.     25.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 234    80    0.03    0.02    0.23     439    0.03    34.6   0.002   0.035   0.023   0.251     0.3     0.4     2.0    3218     0.0     245    0.00    0.24    0.00    1.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     42.     74.     34.     25.     25.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 235    81    0.03    0.02    0.24     442    0.03    34.8   0.002   0.035   0.023   0.253     0.3     0.4     1.9    3133     0.0     239    0.00    0.24    0.00    1.63     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     38.     73.     33.     25.     25.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 236    82    0.03    0.02    0.24     445    0.03    35.0   0.002   0.035   0.023   0.255     0.3     0.3     1.9    3013     0.0     237    0.00    0.24    0.00    1.61     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     35.     72.     34.     25.     25.     22.      7.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 237    83    0.03    0.02    0.24     448    0.03    35.3   0.002   0.035   0.023   0.256     0.3     0.3     1.8    2944     0.0     237    0.00    0.24    0.00    1.61     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     33.     72.     34.     25.     25.     22.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 238    84    0.03    0.02    0.24     451    0.03    35.5   0.002   0.036   0.023   0.258     0.3     0.2     1.8    2928     0.0     242    0.00    0.24    0.00    1.65     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     32.     75.     36.     26.     26.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 239    85    0.03    0.02    0.24     454    0.03    35.8   0.002   0.036   0.023   0.260     0.3     0.2     1.8    2894     0.0     244    0.00    0.24    0.00    1.65     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     30.     75.     37.     27.     27.     24.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 240    86    0.03    0.02    0.25     457    0.03    36.0   0.002   0.036   0.023   0.261     0.3     0.2     1.7    2910     0.0     247    0.00    0.25    0.00    1.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     28.     76.     37.     28.     27.     24.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 241    87    0.04    0.02    0.25     460    0.03    36.2   0.002   0.036   0.023   0.263     0.3     0.1     1.7    2844     0.0     247    0.00    0.25    0.00    1.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     26.     76.     38.     28.     28.     25.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 242    88    0.04    0.02    0.25     463    0.03    36.5   0.002   0.037   0.023   0.264     0.1     0.1     0.8    3461     0.0     288    0.00    0.29    0.00    0.97     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     60.     83.     36.     28.     28.     27.      8.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.1     0.1     0.2     0.2     0.1     0.0     0.0
 2020 243    89    0.04    0.02    0.25     467    0.03    36.8   0.002   0.037   0.023   0.265     0.1     0.1     0.8    3246     0.0     261    0.00    0.26    0.00    0.97     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     49.     79.     37.     24.     24.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.1     0.1     0.1     0.2     0.1     0.0     0.0
 2020 244    90    0.04    0.02    0.25     470    0.03    37.1   0.002   0.037   0.023   0.267     0.2     0.1     1.4    3374     0.0     262    0.00    0.26    0.00    1.62     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     55.     75.     35.     25.     25.     23.      8.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.5     0.2     0.1     0.2     0.2     0.1     0.0     0.0
 2020 245    91    0.04    0.02    0.25     473    0.03    37.3   0.002   0.037   0.023   0.268     0.3     0.1     1.7    3161     0.0     233    0.00    0.23    0.00    1.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     48.     67.     31.     22.     22.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.5     0.2     0.1     0.1     0.1     0.0     0.0     0.0
 2020 246    92    0.04    0.02    0.25     476    0.03    37.5   0.002   0.038   0.024   0.270     0.3     0.1     1.7    2810     1.2     204    0.07    0.20    1.15    1.89     0.0     0.0     0.3     0.4     0.2     0.3     0.0     0.0     0.0     38.     59.     28.     20.     20.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.4     0.2     0.3     0.0     0.0     0.0     0.3     0.4     0.3     0.3     0.2     0.3     0.0     0.0     0.0
 2020 247    93    0.04    0.02    0.26     479    0.03    37.7   0.002   0.038   0.025   0.271     0.3     0.1     1.7    2582     0.1     190    0.01    0.19    0.09    1.33     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     31.     56.     27.     20.     20.     18.      6.      6.      7.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.2     0.4     0.2     0.2     0.1     0.1     0.0     0.0     0.0
 2020 248    94    0.04    0.02    0.26     481    0.03    37.9   0.002   0.038   0.025   0.273     0.3     0.1     1.6    2585     0.1     201    0.01    0.20    0.10    1.40     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     33.     58.     28.     21.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.2     0.4     0.2     0.2     0.1     0.1     0.0     0.0     0.0
 2020 249    95    0.04    0.02    0.26     484    0.03    38.1   0.002   0.038   0.025   0.274     0.3     0.1     1.6    2519     0.1     197    0.01    0.20    0.09    1.38     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     32.     57.     28.     20.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.2     0.4     0.2     0.2     0.1     0.1     0.0     0.0     0.0
 2020 250    96    0.04    0.02    0.26     486    0.03    38.3   0.002   0.038   0.025   0.276     0.3     0.1     1.6    2662     0.1     219    0.01    0.22    0.10    1.53     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     36.     63.     31.     23.     23.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.0     0.0     0.0
 2020 251    97    0.04    0.02    0.26     489    0.03    38.5   0.002   0.039   0.025   0.277     0.3     0.1     1.6    2890     0.1     248    0.01    0.25    0.11    1.74     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     42.     72.     35.     26.     26.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 252    98    0.04    0.02    0.26     492    0.03    38.8   0.002   0.039   0.025   0.279     0.3     0.1     1.6    2931     0.1     253    0.01    0.25    0.11    1.77     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     43.     73.     36.     26.     26.     24.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 253    99    0.04    0.02    0.26     495    0.03    39.0   0.002   0.039   0.026   0.281     0.1     0.1     0.8    2678     0.6     213    0.03    0.21    0.52    1.44     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     35.     61.     31.     22.     22.     20.      7.      7.      8.     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.2     0.4     0.2     0.2     0.0     0.0     0.0
 2020 254   100    0.04    0.02    0.26     497    0.03    39.2   0.002   0.039   0.032   0.284     0.1     0.1     0.7    2096     6.9     149    0.52    0.15    6.38    3.18     0.0     0.0     0.0     5.8     0.0     1.1     0.0     0.0     0.0     25.     36.     22.     16.     17.     15.      6.      6.      7.     0.0     0.0     0.0     0.5     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     5.4     0.0     1.0     0.0     0.0     0.0     0.0     0.1     0.0     2.3     0.1     0.6     0.0     0.0     0.0
 2020 255   101    0.04    0.02    0.27     499    0.04    39.3   0.003   0.039   0.039   0.287     0.2     0.1     1.0    1681     7.8     127    0.56    0.13    7.29    3.18     0.0     0.0     0.0     5.8     0.0     2.1     0.0     0.0     0.0     25.     33.     17.     12.     13.     12.      5.      5.      6.     0.0     0.0     0.0     0.4     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     5.4     0.0     1.9     0.0     0.0     0.0     0.1     0.1     0.1     1.7     0.1     1.0     0.0     0.0     0.0
 2020 256   102    0.04    0.02    0.27     500    0.05    39.4   0.003   0.040   0.042   0.289     0.2     0.2     1.3    1430     2.9     107    0.18    0.11    2.77    1.74     0.0     0.0     0.0     2.1     0.0     0.8     0.0     0.0     0.0     20.     27.     14.     10.     11.     11.      4.      4.      5.     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     2.0     0.0     0.8     0.0     0.0     0.0     0.1     0.2     0.1     0.8     0.1     0.4     0.0     0.0     0.0
 2020 257   103    0.04    0.02    0.27     501    0.05    39.5   0.003   0.040   0.046   0.291     0.3     0.5     1.5    1341     3.8     101    0.18    0.10    3.61    1.83     0.2     0.6     0.9     0.9     0.7     0.4     0.0     0.0     0.0     18.     25.     13.     10.     11.     10.      4.      4.      5.     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.2     0.6     0.9     0.8     0.7     0.4     0.0     0.0     0.0     0.2     0.3     0.3     0.4     0.4     0.2     0.0     0.0     0.0
 2020 258   104    0.04    0.03    0.27     503    0.05    39.6   0.003   0.040   0.048   0.292     0.3     0.8     1.6    1604     2.7     121    0.13    0.12    2.59    1.69     0.1     0.3     0.5     0.5     0.4     0.4     0.5     0.0     0.0     22.     31.     16.     12.     13.     12.      5.      5.      6.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.5     0.4     0.4     0.4     0.5     0.0     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.2     0.0     0.0
 2020 259   105    0.04    0.03    0.27     505    0.05    39.8   0.004   0.040   0.051   0.294     0.3     1.1     1.7    2057     3.0     163    0.17    0.16    2.85    2.07     0.1     0.2     0.3     0.3     0.2     0.5     0.6     0.9     0.0     31.     43.     22.     16.     17.     16.      6.      6.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.5     0.6     0.8     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
 2020 260   106    0.04    0.03    0.27     507    0.06    40.0   0.004   0.040   0.054   0.297     0.3     1.3     1.8    2400     3.3     200    0.19    0.20    3.13    2.44     0.0     0.2     0.3     0.3     0.2     0.5     0.7     1.0     0.0     38.     54.     27.     20.     21.     19.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.2     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.3     0.4     0.3     0.2     0.2     0.3     0.3     0.3     0.0
